location_id,address,applicant,days_hours,food_items,latitude,longitude,schedule,zip_codes
1334734,1028 MISSION ST,Rita's Catering,,Filipino Food,37.7806943774082,-122.409668813219,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00047&ExportPDF=1&Filename=19MFF-00047_schedule.pdf,28853
1334819,4384 MISSION ST,tacos y pupusas los trinos,,,37.7275665375917,-122.432969701989,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00048&ExportPDF=1&Filename=19MFF-00048_schedule.pdf,28861
1353225,201 02ND ST,Treats by the Bay LLC,,Prepackaged Kettlecorn,37.7868016505971,-122.397871635003,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00111&ExportPDF=1&Filename=19MFF-00111_schedule.pdf,28855
1400796,2615 24TH ST,El Calamar Perubian Food Truck,,Lomo Saltado: Jalea: Ceviche: Calamari Tilapia Plates: Chicken: Soda: Water.,37.7528148292211,-122.405662641918,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=20MFF-00002&ExportPDF=1&Filename=20MFF-00002_schedule.pdf,28859
1336685,1575 INDIANA ST,Mike's Catering,,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.7508496068125,-122.390027615501,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00054&ExportPDF=1&Filename=19MFF-00054_schedule.pdf,28856
1339625,85 02ND ST,El Calamar Perubian Food Truck,,Lomo Saltado: Jalea: Ceviche: Calamar: Tilapia plate: chicken special. Soda: Water.,37.7884570288289,-122.399884160566,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00099&ExportPDF=1&Filename=19MFF-00099_schedule.pdf,28855
1334953,2590 MARIN ST,DO UC US Mobile Catering,,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.7483758257779,-122.403200626496,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00050&ExportPDF=1&Filename=19MFF-00050_schedule.pdf,58
1366269,1169 MARKET ST,Golden Gate Halal Food,,Pulao Plates & Sandwiches: Various Drinks,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00126&ExportPDF=1&Filename=19MFF-00126_schedule.pdf,
1367765,1355 MARKET ST,Authentic India,,Indian Street Food,37.7767362127501,-122.416394930077,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00093&ExportPDF=1&Filename=19MFF-00093_schedule.pdf,28853
1301554,1 MONTGOMERY ST,San Francisco's Hometown Creamery,,Ice Cream: Waffle Cones,37.7892495340751,-122.402418597294,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00008&ExportPDF=1&Filename=19MFF-00008_schedule.pdf,28854
1339634,1 MONTGOMERY ST,Plaza Garibaldy,,Tacos: burritos: quesadillas,37.7892495340751,-122.402418597294,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00100&ExportPDF=1&Filename=19MFF-00100_schedule.pdf,28854
1337731,1900 19TH AVE,Eva's Catering,,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.7521241631187,-122.475872322222,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00085&ExportPDF=1&Filename=19MFF-00085_schedule.pdf,29491
1337732,1199 ORTEGA ST,Eva's Catering,,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.7835091222127,-122.4900712081,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00085&ExportPDF=1&Filename=19MFF-00085_schedule.pdf,55
1337735,630 BRANNAN ST,Eva's Catering,,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.7760987531573,-122.400287239868,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00085&ExportPDF=1&Filename=19MFF-00085_schedule.pdf,28856
1367290,580 HOWARD ST,Star Taco,,Mexican Food,37.7873042488646,-122.398037251912,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00128&ExportPDF=1&Filename=19MFF-00128_schedule.pdf,28855
1332943,350 FREMONT ST,Mini Mobile Food Catering,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7870765303843,-122.392982624228,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,28855
1377260,501 BEALE ST,Cochinita,,Mexican Food: Yucatan Food: Street Food,37.7862367744654,-122.389066205605,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00130&ExportPDF=1&Filename=19MFF-00130_schedule.pdf,28856
1377261,617 BRYANT ST,Cochinita,,Mexican Food: Yucatan Food: Street Food,37.7790511115731,-122.398303881334,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00130&ExportPDF=1&Filename=19MFF-00130_schedule.pdf,28856
1332937,355 BERRY ST,Mini Mobile Food Catering,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7723639147673,-122.397040970363,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,310
1332939,350 08TH ST,Mini Mobile Food Catering,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7736941524749,-122.409658441356,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,28853
1337734,530 05TH ST,Eva's Catering,,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.7768763887765,-122.400259575202,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00085&ExportPDF=1&Filename=19MFF-00085_schedule.pdf,28856
1332944,355 FREMONT ST,Mini Mobile Food Catering,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7873224193199,-122.392223706383,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,28855
1332941,1690 FOLSOM ST,Mini Mobile Food Catering,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7701375805015,-122.415983402804,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,28853
1332935,245 01ST ST,Mini Mobile Food Catering,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7879000978181,-122.394594036205,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,28855
1332946,701 16TH ST,Mini Mobile Food Catering,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,
1330246,200 LARKIN ST,"BOWL'D ACAI, LLC.",,Acai Bowls: Smoothies: Juices,37.7802154802881,-122.416025770151,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00025&ExportPDF=1&Filename=19MFF-00025_schedule.pdf,28852
1330245,111 BATTERY ST,"BOWL'D ACAI, LLC.",,Acai Bowls: Smoothies: Juices,37.7923667868831,-122.400148306767,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00025&ExportPDF=1&Filename=19MFF-00025_schedule.pdf,28854
1353436,306 VALENCIA ST,Alfaro Truck,,Burritos: Tacos: Tortas: Quesadillas & Various Drinks.,37.7678552693543,-122.422484404162,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00122&ExportPDF=1&Filename=19MFF-00122_schedule.pdf,28853
1330244,451 MONTGOMERY ST,"BOWL'D ACAI, LLC.",,Acai Bowls: Smoothies: Juices,37.7935769332618,-122.403229876701,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00024&ExportPDF=1&Filename=19MFF-00024_schedule.pdf,28854
1331430,475 CALIFORNIA ST,Plaza Garibaldy,,Tacos: burritos: quesadillas,37.792346385148,-122.402385322794,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00026&ExportPDF=1&Filename=19MFF-00026_schedule.pdf,28854
1331556,100 POST ST,"San Francisco Street Foods, Inc.",,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.7892332828961,-122.40557905421,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00031&ExportPDF=1&Filename=19MFF-00031_schedule.pdf,28857
1331554,701 HOWARD ST,"San Francisco Street Foods, Inc.",,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.7835133512454,-122.400813391105,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00029&ExportPDF=1&Filename=19MFF-00029_schedule.pdf,28853
1332936,Assessors Block 3905/Lot011,Mini Mobile Food Catering,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7685570713121,-122.409610236298,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,28853
1332940,355 11TH ST,Mini Mobile Food Catering,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.771467215901,-122.41287229421,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,28853
1332949,620 MENDELL ST,Mini Mobile Food Catering,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7393786694373,-122.386337945153,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,58
1332938,420 BERRY ST,Mini Mobile Food Catering,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7720086564688,-122.399083845473,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,310
1332947,Assessors Block 4341/Lot001,Mini Mobile Food Catering,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7489503634271,-122.401493189708,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,58
1332942,147 FREMONT ST,Mini Mobile Food Catering,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7901855706334,-122.395471725809,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,28855
1332948,491 BAY SHORE BLVD,Mini Mobile Food Catering,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,
1377262,1219 07TH AVE,Cochinita,,Mexican Food: Yucatan Food: Street Food,37.7654969876192,-122.464597619571,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00130&ExportPDF=1&Filename=19MFF-00130_schedule.pdf,56
1332945,401 HARRISON ST,Mini Mobile Food Catering,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,
1337729,2600 INGALLS ST,Eva's Catering,,Corndogs: fried burrito: rice placet: soda: water: sandwiches: soup: noodle plates,37.7226292175983,-122.390061846327,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00084&ExportPDF=1&Filename=19MFF-00084_schedule.pdf,58
1337733,1650 20TH AVE,Eva's Catering,,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.7579841905286,-122.433465780407,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00085&ExportPDF=1&Filename=19MFF-00085_schedule.pdf,28862
1331548,2 MONTGOMERY ST,"San Francisco Street Foods, Inc.",,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.7893919761027,-122.401824747121,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00027&ExportPDF=1&Filename=19MFF-00027_schedule.pdf,28854
1337730,1100 ORTEGA ST,Eva's Catering,,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.7526605204123,-122.475473531781,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00085&ExportPDF=1&Filename=19MFF-00085_schedule.pdf,56
1337736,2045 EVANS AVE,Eva's Catering,,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.7477720916075,-122.397031718978,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00085&ExportPDF=1&Filename=19MFF-00085_schedule.pdf,58
1339633,540 HOWARD ST,Plaza Garibaldy,,Tacos: burritos: quesadillas,37.7879549596858,-122.397236543731,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00100&ExportPDF=1&Filename=19MFF-00100_schedule.pdf,28855
1366268,979 MARKET ST,Golden Gate Halal Food,,Pulao Plates & Sandwiches: Various Drinks,37.7822807724186,-122.40953118732,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00126&ExportPDF=1&Filename=19MFF-00126_schedule.pdf,28853
1301557,425 CALIFORNIA ST,San Francisco's Hometown Creamery,,Ice Cream: Waffle Cones,37.7927957415787,-122.401353280931,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00008&ExportPDF=1&Filename=19MFF-00008_schedule.pdf,28854
1331549,1 THE EMBARCADERO,"San Francisco Street Foods, Inc.",,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.7946438346195,-122.399644298529,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00028&ExportPDF=1&Filename=19MFF-00028_schedule.pdf,28860
1331555,5 THE EMBARCADERO,"San Francisco Street Foods, Inc.",,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.7943310032468,-122.395811053023,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00030&ExportPDF=1&Filename=19MFF-00030_schedule.pdf,28855
1344203,567 BAY ST,"Bay Area Dots, LLC",,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00117&ExportPDF=1&Filename=19MFF-00117_schedule.pdf,
1344202,900 BEACH ST,"Bay Area Dots, LLC",,Hot dogs: condiments: soft pretzels: soft drinks: coffee:cold beverages: pastries: bakery goods: cookies: icecream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.8077432884455,-122.42414994487,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00116&ExportPDF=1&Filename=19MFF-00116_schedule.pdf,28858
1334950,400 PARNASSUS AVE,DO UC US Mobile Catering,,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.7638640323832,-122.458391749844,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00050&ExportPDF=1&Filename=19MFF-00050_schedule.pdf,56
1377263,999 DIVISADERO ST,Cochinita,,Mexican Food: Yucatan Food: Street Food,37.778384300969,-122.438782388567,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00130&ExportPDF=1&Filename=19MFF-00130_schedule.pdf,29490
1338128,777 MARIPOSA ST,Street Meet,,Tacos: burritos: quesadillas: tortas: asada fries: nachos,37.7638112772906,-122.391265350599,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00013&ExportPDF=1&Filename=19MFF-00013_schedule.pdf,28856
1337774,60 SPEAR ST,Papalote Inc.,,Mexican; Burritos: Burrito Bowls: Salads,37.7925359884311,-122.394593199235,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00087&ExportPDF=1&Filename=19MFF-00087_schedule.pdf,28855
1334952,1420 04TH ST,DO UC US Mobile Catering,,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.7698977488961,-122.391098279635,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00050&ExportPDF=1&Filename=19MFF-00050_schedule.pdf,310
1336106,120 ELLIS ST,Treats by the Bay LLC,,Prepackaged Kettlecorn,37.7856100863691,-122.408154764345,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00040&ExportPDF=1&Filename=19MFF-00040_schedule.pdf,28852
1330588,1450 MISSION ST,Lerso,,Pernil Asado: Ropa Vieja: Arroz con Pollo: Cuban Sandwich: Croquetas Fritas: Tostones: Platanos Maduros: Yuca Frita,37.775228307834,-122.41746613187,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00019&ExportPDF=1&Filename=19MFF-00019_schedule.pdf,28853
1337904,1550 04TH ST,Treats by the Bay LLC,,Prepackaged Kettle Corn,37.7691244121681,-122.391474911246,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00042&ExportPDF=1&Filename=19MFF-00042_schedule.pdf,310
1331663,120 ELLIS ST,Senor Sisig,,Filipino fusion food: taco: burrito: nachos: rice plates,37.7856100863691,-122.408154764345,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00033&ExportPDF=1&Filename=19MFF-00033_schedule.pdf,28852
1331664,300 PINE ST,Senor Sisig,,Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00034&ExportPDF=1&Filename=19MFF-00034_schedule.pdf,
1357612,870 MARKET ST,FRUITYMANIA,,Fruit Salads: Fruit Drinks: Can Soda: Water,37.7851109204478,-122.407422668277,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00123&ExportPDF=1&Filename=19MFF-00123_schedule.pdf,28852
1331880,1301 CESAR CHAVEZ ST,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",,Tacos: Burritos: Tortas: Quesadillas: Sodas: Chips: Candy,37.7492558595291,-122.390975379577,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00037&ExportPDF=1&Filename=19MFF-00037_schedule.pdf,58
1331884,1501 FOLSOM ST,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",,Tacos: burritos: soda & juice,37.7715867026703,-122.414007043024,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00038&ExportPDF=1&Filename=19MFF-00038_schedule.pdf,28853
1331883,3065 25TH ST,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",,Tacos: burritos: soda & juice,37.7509316476402,-122.411419966206,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00038&ExportPDF=1&Filename=19MFF-00038_schedule.pdf,28859
1331885,1455 MARKET ST,"Bay Area Mobile Catering, Inc. dba. Taqueria Angelica's",,Tacos: burritos: soda & juice,37.775228307834,-122.41746613187,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00038&ExportPDF=1&Filename=19MFF-00038_schedule.pdf,28853
1331668,8 10TH ST,Senor Sisig,,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.,37.7758255197583,-122.417249626643,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00036&ExportPDF=1&Filename=19MFF-00036_schedule.pdf,28853
1331658,901 MISSION ST,Senor Sisig,,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,37.7821536409986,-122.406601106839,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00032&ExportPDF=1&Filename=19MFF-00032_schedule.pdf,28853
1331667,90 BROADWAY,Senor Sisig,,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.,37.7992601135023,-122.399617948655,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00036&ExportPDF=1&Filename=19MFF-00036_schedule.pdf,28860
1336776,101 EXECUTIVE PARK BLVD,Golden Catering,,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00057&ExportPDF=1&Filename=19MFF-00057_schedule.pdf,
1337775,400 HOWARD ST,Papalote Inc.,,Mexican; Burritos: Burrito Bowls: Salads,37.7891192076677,-122.395881039335,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00087&ExportPDF=1&Filename=19MFF-00087_schedule.pdf,28855
1331662,120 02ND ST,Senor Sisig,,Filipino fusion food: taco: burrito: nachos: rice plates,37.7875140607381,-122.399566331429,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00033&ExportPDF=1&Filename=19MFF-00033_schedule.pdf,28855
1331657,101 CALIFORNIA ST,Senor Sisig,,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,37.7929489528347,-122.398098613167,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00032&ExportPDF=1&Filename=19MFF-00032_schedule.pdf,28860
1331665,90 BROADWAY,Senor Sisig,,Various menu items & drinks,37.7992601135023,-122.399617948655,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00035&ExportPDF=1&Filename=19MFF-00035_schedule.pdf,28860
1334475,1 MARKET ST,Treats by the Bay LLC,,Ice Cream: Donuts,37.7938715071506,-122.394865238621,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00023&ExportPDF=1&Filename=19MFF-00023_schedule.pdf,28855
